"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","x1stFlrSF","x2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","x3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","target"
383,"__60","RL",79.0,9245,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0.0,"Unf",0.0,939.0,939.0,"GasA","Ex","Y","SBrkr",939,858,0,1797,0.0,0.0,2,1,3,1,"Gd",8,"Typ",0,"None","Attchd",2006.0,"RFn",2.0,639.0,"TA","TA","Y",144,53,0,0,0,0,0,4,2007,"WD","Normal",12.271392111650817
384,"__45","RH",60.0,9000,"Pave","Reg","Lvl","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0.0,"Unf",0.0,784.0,784.0,"GasA","TA","N","FuseA",784,0,0,784,0.0,0.0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1950.0,"Unf",2.0,360.0,"Fa","Fa","N",0,0,91,0,0,0,0,10,2009,"WD","Normal",11.238488619268468
385,"__60","RL",164.61233905206316,53107,"Pave","IR2","Low","Corner","Mod","ClearCr","Feedr","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",985.0,"Unf",0.0,595.0,1580.0,"GasA","Ex","Y","SBrkr",1079,874,0,1953,1.0,0.0,2,1,3,1,"Gd",9,"Typ",2,"Fa","Attchd",1992.0,"Fin",2.0,501.0,"TA","TA","Y",216,231,0,0,0,0,0,6,2007,"WD","Normal",12.388394202324129
386,"__120","RL",43.0,3182,"Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","GLQ",24.0,"Unf",0.0,1232.0,1256.0,"GasA","Ex","Y","SBrkr",1269,0,0,1269,0.0,0.0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004.0,"Fin",2.0,430.0,"TA","TA","Y",146,20,0,0,144,0,0,4,2010,"WD","Normal",12.165250651009918
387,"__50","RL",58.0,8410,"Pave","Reg","Lvl","FR2","Gtl","Edwards","Feedr","Norm","1Fam","1.5Fin",5,3,1910,1996,"Gambrel","CompShg","Wd Sdng","VinylSd","None",0,"TA","Fa","PConc","TA","TA","No","Unf",0.0,"Unf",0.0,658.0,658.0,"GasA","TA","Y","SBrkr",658,526,0,1184,0.0,0.0,1,0,5,1,"TA",8,"Typ",0,"None","_NA",1979.0,"_NA",0.0,0.0,"_NA","_NA","N",0,151,0,0,0,0,0,5,2006,"WD","AdjLand",11.302204433654575
388,"__80","RL",72.0,7200,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1976,1976,"Hip","CompShg","MetalSd","MetalSd","BrkFace",255,"TA","TA","CBlock","TA","TA","Av","ALQ",631.0,"Unf",0.0,410.0,1041.0,"GasA","Ex","Y","SBrkr",1125,0,0,1125,1.0,0.0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1977.0,"Unf",1.0,352.0,"TA","TA","Y",296,0,0,0,0,0,0,10,2009,"WD","Abnorml",11.736069016284437
389,"__20","RL",93.0,9382,"Pave","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","TA","No","Unf",0.0,"Unf",0.0,1468.0,1468.0,"GasA","Ex","Y","SBrkr",1479,0,0,1479,0.0,0.0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",1999.0,"RFn",2.0,577.0,"TA","TA","Y",120,25,0,0,0,0,0,7,2008,"WD","Normal",12.160028707028767
390,"__60","RL",96.0,12474,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",272,"Ex","TA","PConc","Ex","TA","Av","GLQ",1280.0,"Unf",0.0,402.0,1682.0,"GasA","Ex","Y","SBrkr",1742,590,0,2332,1.0,0.0,2,1,3,1,"Ex",9,"Typ",1,"Ex","BuiltIn",2008.0,"Fin",3.0,846.0,"TA","TA","Y",196,134,0,0,0,0,0,8,2008,"New","Partial",12.962194625251508
391,"__50","RL",50.0,8405,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,8,1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","Rec",241.0,"BLQ",391.0,229.0,861.0,"GasA","Ex","Y","SBrkr",961,406,0,1367,1.0,0.0,1,0,4,1,"TA",7,"Typ",0,"None","Detchd",1978.0,"Unf",1.0,384.0,"TA","TA","Y",0,130,112,0,0,0,0,4,2008,"WD","Normal",11.686878772093667
392,"__60","RL",71.0,12209,"Pave","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","2Story",6,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","TA","No","ALQ",690.0,"Unf",0.0,114.0,804.0,"GasA","Ex","Y","SBrkr",804,1157,0,1961,1.0,0.0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2001.0,"Fin",2.0,560.0,"TA","TA","Y",125,192,0,0,0,0,0,6,2009,"WD","Normal",12.2783933071098
393,"__20","RL",70.2967255967846,8339,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1959,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","_NA","_NA","_NA","_NA",0.0,"_NA",0.0,0.0,0.0,"GasA","TA","Y","SBrkr",882,0,0,882,0.0,0.0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1959.0,"RFn",1.0,294.0,"TA","TA","Y",0,0,0,0,0,0,1200,7,2007,"WD","Normal",11.575900264131617
394,"__30","RL",56.25433316643261,7446,"Pave","Reg","Lvl","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",4,5,1941,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",266.0,"Unf",0.0,522.0,788.0,"GasA","TA","Y","FuseA",788,0,0,788,0.0,0.0,1,0,2,1,"TA",4,"Typ",2,"TA","_NA",1979.0,"_NA",0.0,0.0,"_NA","_NA","Y",0,0,0,0,0,0,0,4,2006,"WD","Abnorml",11.512925464970229
395,"__50","RL",60.0,10134,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,735.0,735.0,"GasA","Gd","Y","FuseA",735,299,0,1034,0.0,0.0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1940.0,"Unf",1.0,240.0,"TA","TA","Y",0,39,0,0,0,0,0,7,2007,"WD","Normal",11.59910316121128
396,"__20","RL",68.0,9571,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",739.0,"Unf",0.0,405.0,1144.0,"GasA","TA","Y","SBrkr",1144,0,0,1144,1.0,0.0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1956.0,"Unf",1.0,596.0,"TA","TA","Y",44,0,0,0,0,0,0,6,2010,"WD","Normal",11.76756768334381
397,"__20","RL",60.0,7200,"Pave","Reg","Low","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1972,1972,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",777.0,"Unf",0.0,117.0,894.0,"GasA","TA","Y","SBrkr",894,0,0,894,0.0,0.0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd",1985.0,"RFn",2.0,600.0,"TA","TA","Y",215,0,0,0,0,0,0,9,2009,"WD","Normal",11.719939634354555
398,"__60","RL",69.0,7590,"Pave","Reg","Lvl","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",5,5,1962,1962,"Gable","CompShg","VinylSd","VinylSd","BrkFace",288,"TA","TA","CBlock","TA","TA","No","ALQ",540.0,"Unf",0.0,324.0,864.0,"GasA","TA","Y","SBrkr",876,936,0,1812,0.0,0.0,2,0,4,1,"TA",8,"Typ",1,"TA","Attchd",1962.0,"RFn",1.0,264.0,"TA","TA","Y",0,168,0,0,0,0,0,7,2007,"WD","Normal",12.040608205802641
399,"__30","RM",60.0,8967,"Pave","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,2,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Fa","Po","No","Unf",0.0,"Unf",0.0,961.0,961.0,"GasA","Gd","Y","Mix",1077,0,0,1077,0.0,0.0,1,0,2,1,"TA",6,"Maj2",0,"None","Detchd",1920.0,"Unf",1.0,338.0,"Po","Po","N",0,0,0,0,0,0,0,11,2007,"WD","Abnorml",11.112447898373103
400,"__60","FV",65.0,8125,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",100,"Gd","TA","PConc","Gd","TA","No","GLQ",812.0,"Unf",0.0,280.0,1092.0,"GasA","Ex","Y","SBrkr",1112,438,0,1550,1.0,0.0,2,0,2,1,"Gd",7,"Typ",0,"None","Attchd",2007.0,"Fin",2.0,438.0,"TA","TA","Y",0,168,0,0,0,0,0,10,2009,"WD","Normal",12.392552212472792
401,"__120","RL",38.0,14963,"Pave","IR2","Lvl","Inside","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1996,1996,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",786.0,"Unf",0.0,474.0,1260.0,"GasA","Ex","Y","SBrkr",1288,0,0,1288,1.0,0.0,1,1,1,1,"Ex",4,"Typ",2,"Gd","Attchd",1996.0,"Fin",2.0,500.0,"TA","TA","Y",120,30,0,0,224,0,0,12,2008,"WD","Normal",12.411052226216713
402,"__20","RL",65.0,8767,"Pave","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24.0,"Unf",0.0,1286.0,1310.0,"GasA","Ex","Y","SBrkr",1310,0,0,1310,0.0,0.0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005.0,"Fin",2.0,400.0,"TA","TA","Y",0,0,0,0,0,0,0,7,2006,"New","Partial",12.01364014498549
403,"__30","RL",60.0,10200,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1940,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0.0,"Unf",0.0,672.0,672.0,"GasA","Ex","Y","SBrkr",672,0,0,672,0.0,0.0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1940.0,"Unf",1.0,240.0,"TA","TA","N",168,0,0,0,0,0,0,8,2008,"WD","Normal",11.589886506106357
404,"__60","RL",93.0,12090,"Pave","Reg","Lvl","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",650,"Gd","TA","PConc","Gd","TA","No","Unf",0.0,"Unf",0.0,1141.0,1141.0,"GasA","Gd","Y","SBrkr",1165,1098,0,2263,0.0,0.0,2,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn",1998.0,"Fin",2.0,420.0,"TA","TA","Y",144,123,0,0,0,0,0,7,2006,"WD","Abnorml",12.460714863903755
405,"__60","RL",70.27291728787687,10364,"Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0.0,"Unf",0.0,806.0,806.0,"GasA","Gd","Y","SBrkr",806,766,0,1572,0.0,0.0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1995.0,"Fin",2.0,373.0,"TA","TA","Y",0,40,0,0,0,0,0,5,2007,"WD","Normal",12.031719258385396
406,"__20","RL",73.62211042849582,9991,"Pave","IR1","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,1976,1993,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1116.0,"Unf",0.0,165.0,1281.0,"GasA","Ex","Y","SBrkr",1620,0,0,1620,1.0,0.0,2,0,3,1,"TA",8,"Min1",1,"TA","Attchd",1993.0,"Unf",2.0,490.0,"TA","TA","Y",120,78,0,0,0,0,0,6,2009,"WD","Normal",11.918390573078392
407,"__50","RL",51.0,10480,"Pave","Reg","Lvl","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0.0,"Unf",0.0,1064.0,1064.0,"GasA","Ex","Y","FuseA",1166,0,473,1639,0.0,0.0,1,0,3,1,"TA",6,"Maj2",0,"None","Detchd",1936.0,"Unf",1.0,240.0,"TA","TA","Y",0,0,0,0,0,0,0,3,2008,"WD","Normal",11.652687407345388
408,"__70","RL",63.0,15576,"Pave","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1915,1976,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0.0,"Unf",0.0,840.0,840.0,"GasA","Ex","Y","SBrkr",840,840,0,1680,0.0,0.0,2,0,4,1,"TA",8,"Typ",0,"None","Attchd",1960.0,"Unf",1.0,308.0,"TA","TA","Y",0,0,160,0,0,0,0,3,2008,"WD","Normal",12.083905011555967
409,"__60","RL",109.0,14154,"Pave","Reg","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",350,"Gd","TA","PConc","Ex","Gd","No","Unf",0.0,"Unf",0.0,1063.0,1063.0,"GasA","Ex","Y","SBrkr",1071,1101,0,2172,0.0,0.0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2006.0,"RFn",3.0,947.0,"TA","TA","Y",192,62,0,0,0,0,0,8,2007,"New","Partial",12.542544882151386
410,"__60","FV",85.0,10800,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",100,"Gd","TA","PConc","Ex","TA","No","GLQ",789.0,"Unf",0.0,245.0,1034.0,"GasA","Ex","Y","SBrkr",1050,1028,0,2078,1.0,0.0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008.0,"Fin",3.0,836.0,"TA","TA","Y",0,102,0,0,0,0,0,4,2008,"New","Partial",12.73596533201339
411,"__20","RL",68.0,9571,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,3,1958,1958,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"TA","Fa","CBlock","TA","Fa","No","Unf",0.0,"Unf",0.0,1276.0,1276.0,"GasA","TA","Y","FuseA",1276,0,0,1276,0.0,0.0,1,0,3,1,"TA",5,"Mod",0,"None","Attchd",1958.0,"Unf",1.0,350.0,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"COD","Abnorml",11.002099841204238
412,"__190","RL",100.0,34650,"Pave","Reg","Bnk","Inside","Gtl","Gilbert","Norm","Norm","2fmCon","1Story",5,5,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",1056.0,"Unf",0.0,0.0,1056.0,"GasA","TA","N","SBrkr",1056,0,0,1056,1.0,0.0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1955.0,"Fin",2.0,572.0,"TA","TA","Y",264,0,0,0,0,0,0,1,2006,"WD","Normal",11.884489021402711
413,"__20","FV",50.77785430985316,4403,"Pave","IR2","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","MetalSd","MetalSd","Stone",432,"Ex","TA","PConc","Ex","TA","Av","GLQ",578.0,"Unf",0.0,892.0,1470.0,"GasA","Ex","Y","SBrkr",1478,0,0,1478,1.0,0.0,2,1,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2009.0,"Fin",2.0,484.0,"TA","TA","Y",0,144,0,0,0,0,0,6,2010,"New","Partial",12.310432660854417
414,"__30","RM",56.0,8960,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,6,1927,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,1008.0,1008.0,"GasA","Gd","Y","FuseA",1028,0,0,1028,0.0,0.0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1927.0,"Unf",2.0,360.0,"TA","TA","Y",0,0,130,0,0,0,0,3,2010,"WD","Normal",11.652687407345388
415,"__60","RL",59.0,11228,"Pave","IR2","Lvl","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ",50.0,"GLQ",531.0,499.0,1080.0,"GasA","Ex","Y","SBrkr",1080,1017,0,2097,0.0,1.0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1993.0,"Unf",3.0,678.0,"TA","TA","Y",196,187,0,0,0,0,0,12,2008,"WD","Normal",12.337100907936577
416,"__20","RL",73.0,8899,"Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24.0,"Unf",0.0,1316.0,1340.0,"GasA","Ex","Y","SBrkr",1340,0,0,1340,0.0,0.0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2007.0,"Fin",2.0,396.0,"TA","TA","Y",100,30,0,0,0,0,0,8,2007,"New","Partial",12.106992367829498
417,"__60","RL",74.0,7844,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","TA","TA","No","ALQ",209.0,"Unf",0.0,463.0,672.0,"GasA","TA","Y","SBrkr",672,728,0,1400,0.0,0.0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1978.0,"Fin",2.0,440.0,"TA","TA","Y",0,0,0,0,0,0,0,3,2006,"WD","Normal",11.915051671812877
418,"__70","RL",86.0,22420,"Pave","IR1","Lvl","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","2Story",6,6,1918,1950,"Hip","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","BrkTil","Gd","TA","No","BLQ",1128.0,"Unf",0.0,242.0,1370.0,"GasW","TA","N","FuseA",1370,1254,0,2624,1.0,0.0,2,1,4,1,"TA",10,"Typ",1,"Gd","Detchd",1918.0,"Unf",3.0,864.0,"TA","TA","N",0,0,0,0,0,0,0,11,2007,"WD","Normal",12.384218830913648
419,"__50","RL",60.0,8160,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",312.0,"Unf",0.0,444.0,756.0,"GasA","Fa","N","FuseF",756,378,0,1134,1.0,0.0,1,1,3,1,"TA",7,"Typ",0,"None","Detchd",1940.0,"Unf",1.0,240.0,"TA","TA","P",0,0,0,0,0,0,0,4,2007,"WD","AdjLand",11.744037185933616
420,"__20","RL",65.0,8450,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",775.0,"Unf",0.0,281.0,1056.0,"GasA","Ex","Y","SBrkr",1056,0,0,1056,1.0,0.0,1,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1968.0,"Unf",1.0,304.0,"TA","TA","Y",0,85,184,0,0,0,0,7,2010,"WD","Normal",11.863582336583399
421,"__90","RM",78.0,7060,"Pave","Reg","Lvl","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ",1309.0,"Unf",0.0,35.0,1344.0,"GasA","Ex","Y","SBrkr",1344,0,0,1344,2.0,0.0,2,0,2,2,"TA",8,"Typ",0,"None","Attchd",1997.0,"Fin",4.0,784.0,"TA","TA","Y",0,0,0,0,0,0,0,11,2008,"WD","Alloca",12.237086699059343
422,"__20","RL",101.17768072516328,16635,"Pave","IR1","Lvl","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","Gd","TA","No","ALQ",1246.0,"Unf",0.0,356.0,1602.0,"GasA","Gd","Y","SBrkr",1602,0,0,1602,0.0,1.0,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",1977.0,"Fin",2.0,529.0,"TA","TA","Y",240,0,0,0,0,0,0,6,2009,"WD","Normal",12.2783933071098
423,"__20","RL",100.0,21750,"Pave","Reg","HLS","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,988.0,988.0,"GasA","Ex","Y","FuseA",988,0,0,988,0.0,0.0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd",1954.0,"RFn",2.0,520.0,"TA","TA","N",0,0,0,0,0,0,0,2,2008,"WD","Normal",11.635143097694478
424,"__60","RL",80.0,9200,"Pave","Reg","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",473,"Gd","TA","PConc","Gd","TA","No","GLQ",986.0,"Unf",0.0,484.0,1470.0,"GasA","Gd","Y","SBrkr",1470,1160,0,2630,1.0,0.0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1998.0,"Fin",3.0,696.0,"TA","TA","Y",0,66,0,0,0,0,0,6,2008,"WD","Normal",12.66032791780777
425,"__20","RL",72.0,9000,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","LwQ",616.0,"Unf",0.0,580.0,1196.0,"GasA","Gd","Y","FuseA",1196,0,0,1196,1.0,0.0,1,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1956.0,"RFn",1.0,297.0,"TA","TA","Y",0,44,0,0,0,0,0,5,2008,"WD","Normal",11.842229212112828
426,"__60","RM",60.0,3378,"Pave","Reg","HLS","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,651.0,651.0,"GasA","Gd","Y","SBrkr",707,682,0,1389,0.0,0.0,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd",1947.0,"Unf",1.0,240.0,"TA","TA","P",0,0,126,0,0,0,0,9,2009,"WD","Normal",11.813030057420567
427,"__80","RL",82.64087772108766,12800,"Pave","Reg","Low","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl",7,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1518.0,"Unf",0.0,0.0,1518.0,"GasA","Gd","Y","SBrkr",1644,0,0,1644,1.0,1.0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1989.0,"Fin",2.0,569.0,"TA","TA","Y",80,0,0,0,396,0,0,8,2009,"WD","Normal",12.524526376648708
428,"__20","RL",77.0,8593,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",288.0,"Unf",0.0,619.0,907.0,"GasA","Ex","Y","SBrkr",907,0,0,907,0.0,0.0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1964.0,"Unf",1.0,352.0,"TA","TA","Y",0,0,0,0,0,0,0,7,2008,"WD","Normal",11.59917655301345
429,"__20","RL",64.0,6762,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","No","GLQ",664.0,"Unf",0.0,544.0,1208.0,"GasA","Ex","Y","SBrkr",1208,0,0,1208,1.0,0.0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd",2007.0,"RFn",2.0,628.0,"TA","TA","Y",105,54,0,0,0,0,0,9,2007,"New","Partial",12.182804018590819
430,"__20","RL",130.0,11457,"Pave","IR1","Lvl","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","GLQ",1005.0,"Unf",0.0,387.0,1392.0,"GasA","TA","Y","SBrkr",1412,0,0,1412,1.0,0.0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1988.0,"Unf",2.0,576.0,"TA","TA","Y",0,0,169,0,0,0,0,3,2009,"WD","Normal",12.072541252905651
